Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144
,,2000,2000,2000, 36 months, 13.90%,68.26,C,C1,Associate Director of Online Learning,10+ years,MORTGAGE,64500,Not Verified,Mar-2019,Issued,n,,,medical,Medical expenses,358xx,AL,13.67,0,Jun-1994,0,,109,8,1,14378,53.6%,28,f,2000.00,2000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,76506,0,1,0,0,25,6553,45,2,5,3099,51,26800,0,1,3,5,9563,101,96.8,0,0,297,91,7,7,1,86,,7,,0,1,6,1,6,8,6,19,6,8,0,0,0,2,100,100,1,0,114275,20931,3200,14575,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,32000,32000,32000, 60 months, 11.02%,696.08,B,B2,Foreman,10+ years,MORTGAGE,200000,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,604xx,IL,13.86,0,Jun-2001,0,70,,13,0,19924,70.2%,27,w,32000.00,32000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,98523,0,3,1,1,11,78599,75,1,1,10673,71,28400,1,0,3,2,8210,3486,82.7,0,0,213,169,10,10,3,44,,10,,0,3,4,4,4,10,10,14,4,13,0,0,0,2,96.3,75,0,0,148575,98523,20200,120175,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 36 months,  8.81%,475.68,A,A5,Revenue Supervisor ,2 years,MORTGAGE,125000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,774xx,TX,2.03,0,Apr-2005,0,,,6,0,5125,31.6%,8,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,350,114834,0,0,0,0,27,0,,2,2,2341,32,16200,0,0,0,3,22967,11075,31.6,0,0,27,151,8,8,2,8,,21,,0,4,4,5,5,1,5,5,4,6,0,0,0,2,100,0,0,0,128896,5125,16200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,9600,9600,9600, 36 months,  8.19%,301.68,A,A4,CORRECTION OFFICER,10+ years,MORTGAGE,45000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,191xx,PA,22.73,0,Oct-2000,1,52,,11,0,7757,37.7%,30,w,9600.00,9600.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,52,1,Individual,,,,0,0,86421,1,1,0,1,24,5966,40,1,4,5021,39,20600,0,5,2,6,7856,6643,50.8,0,0,167,221,2,2,5,2,,2,52,1,4,8,5,6,8,9,17,8,11,0,0,0,1,93.3,40,0,0,115728,13723,13500,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12500,12500,12500, 36 months,  7.56%,389.18,A,A3,Licensed Veterinary Technician ,8 years,RENT,54000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,117xx,NY,6.67,0,Apr-2004,0,,,2,0,12487,71.4%,5,w,12500.00,12500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,12487,0,0,0,0,84,0,,0,0,6959,71,17500,0,0,0,0,6244,5013,71.4,0,0,179,112,29,29,0,29,,,,0,2,2,2,3,2,2,3,2,2,0,0,0,0,100,50,0,0,17500,12487,17500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20100,20100,20100, 60 months, 17.19%,501.6,C,C5,Program Manager,10+ years,MORTGAGE,119000,Not Verified,Mar-2019,Issued,n,,,other,Other,224xx,VA,10.54,2,Jan-2005,0,11,,16,0,21012,30.5%,24,w,20100.00,20100.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,298749,0,1,0,0,29,21141,65,2,4,9436,42,69000,0,1,2,4,18672,10472,58.9,0,0,145,170,7,7,2,7,,7,11,0,3,8,3,3,5,14,17,8,16,0,0,0,2,91.7,0,0,0,435315,42153,25500,32365,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,26000,26000,26000, 60 months, 10.33%,556.66,B,B1,Registered Nurse,6 years,MORTGAGE,88500,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,270xx,NC,20.54,0,Nov-2004,1,75,,10,0,5039,9.5%,43,w,26000.00,26000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,378071,2,3,2,4,6,196691,50,1,2,4588,28,53300,2,0,1,6,37807,38361,11.6,0,0,172,104,6,6,2,6,,6,,0,2,2,4,4,32,6,9,2,10,0,0,0,3,97.6,0,0,0,452157,201730,43400,214263,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months, 17.19%,357.48,C,C5,Financial Advocate,10+ years,RENT,41500,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,870xx,NM,38.29,0,Jan-2001,0,44,,13,0,6011,58.9%,32,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,44,1,Individual,,,,0,0,49263,0,5,2,3,7,43252,77,0,5,3897,74,10200,0,3,5,8,4478,1530,75.7,0,0,165,218,15,7,1,15,44,2,44,6,3,5,5,13,9,8,22,5,13,0,0,0,2,81.3,66.7,0,0,66529,49263,6300,56329,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,36000,36000,36000, 36 months,  8.19%,1131.27,A,A4,Compliance & Tax Manager,10+ years,RENT,75000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,337xx,FL,21.3,0,Feb-2002,0,,,12,0,9426,25.1%,18,w,36000.00,36000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,34226,0,2,0,1,18,24800,64,0,1,8274,45,37500,1,2,0,2,2852,18122,34.1,0,0,81,205,24,18,0,24,,18,,0,4,5,9,10,6,10,12,5,12,0,0,0,0,100,11.1,0,0,76500,34226,27500,39000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12000,12000,12000, 36 months,  8.19%,377.09,A,A4,foreperson,8 years,MORTGAGE,112000,Not Verified,Mar-2019,Issued,n,,,home_improvement,Home improvement,030xx,NH,25.43,0,Jul-2005,0,,116,16,1,84592,21.2%,38,w,12000.00,12000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,299420,3,1,1,5,10,39949,,3,6,6092,21,146900,2,11,7,11,19961,40631,19.4,0,0,164,100,3,3,2,3,,1,,0,4,8,6,6,18,14,18,8,16,0,0,0,4,100,0,1,0,378662,124541,50400,43778,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 60 months,  8.19%,407.35,A,A4,Route Sales Rep ,10+ years,MORTGAGE,85000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,130xx,NY,26.29,0,Jul-1997,3,49,,11,0,4408,30.4%,32,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,61,1,Individual,,,,0,0,175274,1,6,1,2,5,63595,63,0,0,3758,59,14500,2,3,3,3,15934,7092,38.3,0,0,201,260,27,5,1,27,,2,,0,2,2,3,8,18,4,13,2,11,0,0,0,1,90.6,0,0,0,231649,68003,11500,101149,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 60 months,  8.19%,203.68,A,A4,Attorney,5 years,RENT,70000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,295xx,SC,17.52,0,Jun-1998,0,78,,14,0,14275,27.7%,33,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,222919,0,3,0,0,31,84297,88,0,1,7465,53,51500,0,0,2,1,15923,25385,32.1,0,0,127,249,21,21,1,21,,2,78,0,4,6,7,8,13,10,19,6,14,0,0,0,0,97,0,0,0,261340,98572,37400,75160,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,9400,9400,9400, 36 months,  6.46%,287.93,A,A1,Development Director,2 years,MORTGAGE,75000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,600xx,IL,23.76,0,Jun-1998,0,,,6,0,12655,30.5%,12,w,9400.00,9400.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,214000,14.76,Not Verified,0,0,350340,0,1,0,1,14,23003,69,0,1,9001,48,41500,1,0,0,2,58390,20999,30,0,0,14,249,23,14,2,123,,14,,0,1,2,2,4,1,4,9,2,6,0,0,0,0,100,0,0,0,417000,35658,30000,33500,35773,Jun-1998,1,3,8,23.3,3,18,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,8000,8000,8000, 36 months,  7.56%,249.08,A,A3,Senior Accountant,2 years,RENT,90000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,208xx,MD,14.69,0,Sep-1994,2,,,14,0,38472,32.1%,34,f,8000.00,8000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,54150,1,2,1,2,11,15678,61,3,6,12325,37,119900,0,0,4,9,3868,81428,32.1,0,0,127,294,4,4,0,4,,4,,0,10,10,12,25,6,12,26,10,14,0,0,0,4,100,33.3,0,0,145475,54150,119900,25575,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 60 months,  8.19%,203.68,A,A4,,n/a,RENT,50000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,945xx,CA,10.39,0,Aug-2006,0,,,6,0,9359,49.8%,12,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,11188,0,1,0,0,25,1829,37,0,1,660,47,18800,0,2,0,1,1865,40,94.3,0,0,151,129,15,15,0,129,,,,0,1,5,1,2,6,5,6,5,6,0,0,0,0,100,100,0,0,23800,11188,700,5000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,5500,5500,5500, 36 months,  6.46%,168.47,A,A1,Business Manager,10+ years,MORTGAGE,46000,Not Verified,Mar-2019,Issued,n,,,medical,Medical expenses,787xx,TX,31.67,0,Dec-1995,0,,,8,0,34824,74.3%,14,w,5500.00,5500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,156000,13.13,Not Verified,0,0,206150,0,1,0,0,58,6496,23,0,0,20547,55,46900,0,0,0,0,34358,6912,83.1,0,0,174,279,26,26,1,26,,,,0,3,4,3,4,2,6,11,4,8,0,0,0,0,100,66.7,0,0,265857,41320,40900,28074,41202,Feb-2004,0,1,8,72.2,2,10,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,2400,2400,2400, 36 months, 17.97%,86.73,D,D1,Information Systems Manager,10+ years,MORTGAGE,80000,Source Verified,Mar-2019,Issued,n,,,other,Other,148xx,NY,19.97,0,Dec-2003,0,44,,9,0,18747,90.1%,22,w,2400.00,2400.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,182117,1,5,3,4,6,38012,72,0,1,10690,77,20800,1,0,3,5,20235,995,94.8,0,0,183,93,22,6,3,82,,7,44,0,2,3,2,2,12,3,7,3,9,0,0,0,3,95.5,100,0,0,220867,56759,19000,52784,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,36000,36000,36000, 60 months, 13.08%,820.59,B,B5,Control opertor,10+ years,MORTGAGE,118000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,634xx,MO,29.67,0,Jun-1997,0,,,13,0,45124,72.4%,27,w,36000.00,36000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,261258,0,3,0,0,36,32987,40,0,1,10635,54,62300,0,0,0,1,20097,12692,76.9,0,0,221,261,18,18,3,44,,,,0,7,9,7,8,8,9,16,9,13,0,0,0,0,100,71.4,0,0,356144,78111,54900,83184,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,40000,40000,40000, 60 months,  8.19%,814.7,A,A4,Dispatch,10+ years,MORTGAGE,60000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,546xx,WI,30.22,3,Apr-2005,0,3,,23,0,44799,34.4%,55,w,40000.00,40000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,252000,10.25,,0,0,175734,1,1,2,3,6,19311,92,2,2,9099,42,130300,0,12,2,5,7641,56734,36.9,0,0,167,153,8,6,4,11,18,8,18,0,9,11,15,23,10,21,41,11,23,0,0,0,4,94.5,13.3,0,0,301390,64110,89900,21090,37983,Apr-2005,0,4,28,34.9,1,56,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,5000,5000,5000, 36 months, 20.00%,185.82,D,D2,Waiter,6 years,MORTGAGE,49000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,756xx,TX,36.44,0,Aug-2013,0,,,9,0,5677,81%,9,w,5000.00,5000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,78,1,Individual,,,,0,0,176291,0,3,2,3,9,32332,80,2,2,1877,81,7000,0,0,2,6,19587,1500,83,0,0,21,34,8,8,1,12,,8,,0,3,4,3,3,3,4,4,4,9,,0,0,4,100,66.7,0,0,189860,38305,4500,40586,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months, 25.00%,397.6,D,D4,account receivable,10+ years,RENT,45000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,912xx,CA,35.42,0,May-2004,1,,,16,0,22433,68.6%,24,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,40468,2,2,1,5,3,18035,77,1,2,3317,72,32700,1,8,1,7,2529,1959,80.8,0,0,79,178,4,3,0,4,,3,,0,4,10,5,6,8,14,16,10,16,0,0,0,2,100,60,0,0,56201,40468,10200,23501,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,9000,9000,9000, 36 months, 14.74%,310.85,C,C2,waitress/hostess,2 years,MORTGAGE,72000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,968xx,HI,8.17,0,May-1998,2,,82,6,1,39916,84%,12,w,9000.00,9000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,39916,0,0,0,0,,0,0,1,4,21671,84,47350,0,0,1,4,6652,9320,86,0,0,,250,10,10,0,10,,1,,0,5,6,11,11,0,6,12,3,6,,0,0,1,100,60,1,0,47350,39916,46600,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12000,12000,12000, 60 months, 17.97%,304.53,D,D1,Associate Private Client Advisor,10+ years,RENT,81000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,327xx,FL,9.75,0,Jan-2011,0,26,,7,0,11402,79.7%,21,w,12000.00,12000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,27,1,Individual,,,,0,0,25149,0,1,0,0,33,13747,53,1,1,2864,63,14300,0,2,1,1,3593,260,95.8,0,0,74,98,9,9,0,9,26,9,26,0,3,6,3,8,6,6,15,6,7,0,0,0,1,90.5,100,0,0,40035,25149,6200,25735,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,5850,5850,5850, 36 months,  6.46%,179.2,A,A1,Administrative Assistant,1 year,RENT,39700,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,152xx,PA,8.46,0,Jun-2005,0,28,,8,0,12560,41.3%,12,w,5850.00,5850.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,47,1,Individual,,,,0,0,12560,0,0,0,0,106,0,,2,3,5215,41,30400,0,0,0,3,1570,14740,46,0,0,126,165,7,7,0,7,,,28,1,5,5,5,5,2,8,9,5,8,0,0,0,2,83.3,60,0,0,30400,12560,27300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 36 months, 20.00%,557.46,D,D2,Order Writer ,6 years,RENT,37000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,950xx,CA,20.18,0,Dec-2011,0,,,13,0,17076,57.3%,14,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,19253,0,1,0,1,17,2177,93,1,2,2805,60,29800,0,0,1,3,1481,10445,57.5,0,0,40,87,11,11,0,11,,11,,0,8,10,9,9,2,12,12,10,13,0,0,0,1,100,66.7,0,0,32134,19253,24600,2334,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 36 months, 12.40%,501.09,B,B4,Forklift driver ,3 years,RENT,50000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,833xx,ID,20.24,1,Jul-2013,0,11,,8,0,2334,23.3%,15,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,1,,1,Individual,,,,0,473,30005,0,1,0,0,36,27671,,0,2,2329,23,10000,0,0,2,2,3751,4466,34.3,0,0,61,68,16,16,0,52,,6,11,0,2,2,2,3,2,7,13,2,8,0,0,0,0,93.3,0,0,0,54525,30005,6800,44525,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,24000,24000,24000, 36 months, 16.40%,848.52,C,C4,Manager - Global Strategy,5 years,MORTGAGE,105000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,303xx,GA,29.5,0,Nov-2006,0,,,18,0,129942,65.5%,28,w,24000.00,24000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,396449,0,2,1,2,12,18483,77,0,4,18530,68,165600,2,0,1,7,24778,34969,66.4,0,0,37,148,14,12,5,14,,12,,0,11,12,11,13,3,15,20,12,18,0,0,0,1,100,81.8,0,0,442600,148425,104100,24000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,24000,24000,24000, 60 months, 12.40%,538.74,B,B4,Administrative Coorinator,7 years,RENT,45000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,296xx,SC,55.95,0,Jun-2009,0,,,11,0,22449,67.2%,21,w,24000.00,24000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,107000,28.01,Source Verified,0,0,75315,0,2,0,2,16,52866,78,0,0,4214,74,33400,2,6,0,2,6847,1724,84.2,0,0,117,100,40,16,0,40,,16,,0,3,8,3,4,9,9,12,8,11,0,0,0,0,100,100,0,0,101271,75315,10900,67871,53780,Jun-2009,0,0,23,59,14,11,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 36 months, 10.33%,486.34,B,B1,Machinist,3 years,RENT,52000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,479xx,IN,11.22,0,Apr-2010,0,63,,6,0,4961,64.4%,15,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,63,1,Individual,,,,0,0,9916,0,1,0,1,24,4955,71,0,2,842,68,7700,0,0,1,3,1653,1582,53.5,0,0,101,107,18,18,0,18,63,6,63,2,3,5,3,6,3,5,12,5,6,0,0,0,0,80,66.7,0,0,14655,9916,3400,6955,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,7500,7500,7500, 36 months,  7.02%,231.65,A,A2,production,4 years,OWN,26000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,427xx,KY,28.49,0,Jan-2002,0,,,12,0,10203,24.5%,19,w,7500.00,7500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,16215,1,2,0,1,17,6012,53,1,1,3061,31,41600,0,0,0,2,1474,16074,38.4,0,0,39,206,2,2,1,36,,17,,0,5,6,6,11,3,10,15,6,12,0,0,0,1,100,16.7,0,0,52900,16215,26100,11300,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 60 months, 12.40%,448.95,B,B4,RN,10+ years,MORTGAGE,64800,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,180xx,PA,35.19,0,Dec-1999,0,74,,17,0,31236,44.8%,30,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,74,1,Individual,,,,0,0,228445,0,5,1,1,7,74329,70,1,2,6543,60,69800,0,0,0,3,13438,26910,46.9,0,0,125,231,12,7,3,12,,,,1,6,11,6,7,9,11,18,11,17,0,0,0,2,96.6,16.7,0,0,303361,105565,50700,105561,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,16000,16000,16000, 60 months, 22.50%,446.47,D,D3,Laborer ,10+ years,MORTGAGE,44000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,433xx,OH,35.16,0,Jun-1997,0,,,19,0,17099,65%,39,w,16000.00,16000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,133873,2,2,0,1,18,15103,43,2,2,6269,53,26300,0,2,0,3,7437,4556,72.9,0,0,97,261,4,4,1,28,,19,,0,6,10,7,10,5,16,33,10,19,0,0,0,2,100,57.1,0,0,170293,32202,16800,35093,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,13500,13500,13500, 60 months, 16.40%,331.17,C,C4,,< 1 year,MORTGAGE,65000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,820xx,WY,25.98,0,Oct-2003,0,40,,7,0,36517,90.8%,20,w,13500.00,13500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,78,1,Individual,,,,0,0,247332,0,1,0,1,24,20518,76,0,0,10241,85,40200,0,7,1,1,35333,0,100.6,0,0,174,185,53,24,1,53,40,8,40,1,4,5,4,7,9,5,9,5,7,0,0,0,0,80,100,0,0,293588,57035,32200,27057,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,19500,19500,19500, 36 months, 14.74%,673.5,C,C2,Executive Recruiter,2 years,RENT,60000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,914xx,CA,24.83,0,Dec-1981,0,41,,9,0,12311,92.6%,9,w,19500.00,19500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,22357,0,3,0,1,22,7966,28,0,1,4803,50,13300,1,0,0,2,2484,616,94.5,0,0,61,75,13,13,0,13,41,13,41,0,4,5,4,4,3,5,5,5,9,0,0,0,0,87.5,100,0,0,45022,22357,11300,28859,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,2400,2400,2400, 36 months,  8.19%,75.42,A,A4,Kitchen manager,3 years,RENT,53000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,993xx,WA,11.75,0,Aug-2010,0,59,67,10,1,2953,27.6%,17,w,2400.00,2400.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,12423,1,1,0,0,43,9470,48,1,4,1943,41,10700,0,5,1,4,1380,4289,34,0,0,103,99,6,6,1,17,,12,,0,2,4,3,3,2,9,14,4,9,0,0,0,1,92.3,0,1,0,30495,12423,6500,19795,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,29000,29000,29000, 60 months, 11.02%,630.82,B,B2,,< 1 year,MORTGAGE,72000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,724xx,AR,36.62,0,May-1994,1,66,,12,0,9038,23.8%,28,w,29000.00,29000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,253799,0,4,0,4,13,69905,70,0,1,6165,57,38000,5,1,1,5,25380,22462,28.7,0,0,154,298,13,13,6,13,,5,,0,3,3,6,8,11,7,11,3,12,0,0,0,0,96.4,0,0,0,322004,78943,31500,99504,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,11000,11000,11000, 36 months, 12.40%,367.47,B,B4,management,10+ years,MORTGAGE,72000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,436xx,OH,16.53,1,Jun-1998,1,23,,13,0,11204,25.4%,23,w,11000.00,11000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,28,1,Individual,,,,0,0,177904,3,1,1,1,9,9664,81,5,6,4919,37,44100,2,0,5,7,13685,23608,28.2,0,0,51,249,0,0,3,6,28,0,28,3,2,4,6,9,2,11,18,4,13,0,0,0,6,82.6,0,0,0,236095,20868,32900,12000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
